,ementa,acao
444,DISPÕE SOBRE A CRIAÇÃO DE ESCOLAS ESPORTIVAS DO MUNICÍPIO DE MARABÁ EM SUAS ÁREAS URBANAS E RURAL E DA OUTRAS PROVIDENCIAS.,Criar escolas esportivas nas áreas urbana e rural do município.
445,DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA ESPECIAL DE EDUCAÇÃO FÍSICA E ESPORTE AOS PORTADORES DE DEFICIÊNCIAS FÍSICA NO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDENCIAS.,Criar programa especial de educação física e esporte para pessoas com deficiência física no município.
447,DA NOVA REDAÇÃO E REVOGA A LEGISLAÇÃO MUNICIPAL QUE DISPÕE SOBRE A PREVIA INSPEÇÃO SANITÁRIA DOS PRODUTOS DE ORIGEM ANIMAL E VEGETAL E DÁ OUTROS PROVIDENCIAS.,Alterar e revogar legislação municipal sobre prévia inspeção sanitária de produtos de origem animal e vegetal.
448,INSTITUI O CONSELHO MUNICIPAL DE POLÍTICAS SOBRE DROGAS CMSD E CRIA O FUNDO MUNICIPAL DE POLÍTICAS SOBRE DROGAS E DÁ OUTRAS PROVIDENCIAS.,Criar o Conselho Municipal de Políticas sobre Drogas (CMSD) e o Fundo Municipal de Políticas sobre Drogas.
449,CONCEDE BOLSA DE ESTADO A ESTUDANTES UNIVERSITÁRIOS DE MARABÁ E DÁ OUTRAS PROVIDENCIAS.,Conceder bolsa de estudo a estudantes universitários de Marabá.
452,CRIA O FUNDO MUNICIPAL DE CIÊNCIA TECNOLOGIA E DA OUTRAS PROVIDENCIAS.,Criar Fundo Municipal de Ciência e Tecnologia.
453,"DISPÕE SOBRE A CRIAÇÃO DO TRANSPORTE INDUSTRIAL DE MERCADORIAS E ENTREGA DE ENCOMENDA E SERVIÇOS COMUNITÁRIOS DENOMINADOS MOTOBOY EM CONFORMIDADE COM A LEI FEDERAL N 1.2009 DE 29 DE JULHO DE 2009, E DÁ OUTRAS PROVIDENCIAS","Implantar serviço de transporte de mercadorias, entrega de encomendas e serviços comunitários por motoboy no município."
455,DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA BOA VISÃO E DÁ OUTRAS PROVIDENCIAS.,Criar o programa Boa Visão no município.
456,"CRIA O EMPREGO PUBLICO DE AGENTE DE INSPEÇÃO SANITÁRIA ANIMAL, NO QUADRO DE PESSOAL DA PREFEITURA MUNICIPAL DE MARABÁ, E DA OUTRAS PROVIDENCIAS.",Criar cargo de agente de inspeção sanitária animal no quadro de pessoal da prefeitura.
457,DISPOE SOBRE A CRIAÇÃO DO FUNDO MUNICIPAL DE ESPORTE - FME E DÁ OUTRAS PROVIDENCIAS.,Criar Fundo Municipal de Esporte (FME).
458,INSTITUI O PRÊMIO LITERÁRIO FREDERICO CARLOS MORBACH E DÁ OUTRAS PROVIDENCIAS.,Instituir o Prêmio Literário Frederico Carlos Morbach.
459,DISPOE SOBRE A OBRIGATORIEDADE AS EMPRESAS DE ONIBUS URBANOS NO MUN. DE MARABA ADAPTAREM OS ONIBUS PARA ATENDER OS PORTADORES DE NECESSIDADES ESPECIAIS (CADEIRANTE).,"Obrigar empresas de ônibus urbanos a adaptar veículos para atender pessoas com deficiência, incluindo cadeirantes."
461,DISPÕE SOBRE FORNECIMENTO DA VACINA CONTRA O PAPILOMA VÍRUS HUMANO (HPV) NA REDE MUNICIPAL.,Fornecer vacina contra o papiloma vírus humano (HPV) na rede municipal de saúde.
462,"INSTITUI NA ADMINISTRAÇÃO PUBLICA DO MUNICÍPIO DE MARABÁ O PROGRAMA ""SERVIDOR COM SAÚDE"", E DÁ OUTRAS PROVIDENCIAS",Implantar o programa “Servidor com Saúde” na administração pública municipal.
463,AUTORIZA O PODER EXECUTIVO MUNICIPAL A CONCEDER ISENÇÃO PARCIAL OU TOTAL DE IPVA NOS CASOS DO CONTRIBUINTE SER PORTADOR DE MOLÉSTIAS GRAVES E DÁ OUTRAS PROVIDECNIAS,Conceder isenção parcial ou total de IPVA a contribuintes portadores de moléstias graves.
464,DISPÕE SOBRE A INSTALAÇÃO DE CÂMARAS DE VÍDEO NO ENTORNO DE TODOS AS AGENCIAS BANCARIAS E INSTITUIÇÕES FINANCEIRAS LOCALIZADAS NO MUNICÍPIO DE MARABÁ.,Instalar câmeras de vídeo no entorno de todas as agências bancárias e instituições financeiras do município.
465,INSTITUI A FUNERÁRIA MUNICIPAL PARA GARANTIR SERVIÇOS POSTAMOS A PESSOAS RECONHECIDAMENTE NECESSITADOS NO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDENCIAS.,Criar funerária municipal para garantir serviços funerários a pessoas em situação de necessidade.
468,"DISPÕE SOBRE A INSERÇÃO DO PEIXE DO AÇAÍ, E DA CASTANHA DO PARA NA MERENDA ESCOLAR E DA OUTRAS PROVIDENCIAS.","Incluir peixe, açaí e castanha-do-pará na merenda escolar."
469,INSTITUI O PROGRAMA DE PREVENÇÃO A CATARACA E GLAUCOMA CONGÊNITA NA REDE PUBLICA DE MARABÁ E DÁ OUTRAS PROVIDENCIAS.,Implantar programa de prevenção à catarata e ao glaucoma congênito na rede pública de Marabá.
470,INSTITUI O MUSEU DE ARTE DE MARABA - MAM E DA OUTRAS PROVIDENCIAS.,Criar o Museu de Arte de Marabá (MAM).
471,DISPÕE SOBRE RECOLHIMENTO DE ISS NAS ATIVIDADES DE REGISTRO PUBLICO CARTORÁRIOS E NOTARIAS E DA OUTRAS PROVIDENCIAS.,"Regulamentar o recolhimento de ISS nas atividades de registro público, cartórios e notas."
472,INSTITUI O PROGRAMA DE AUXILIO CRECHE AS MÃES NÃO ATENDIDAS NA REDE PUBLICA MUNICIPAL DE CRECHES DO MUNICÍPIO DE MARABÁ E DA OUTROS PROVIDENCIAS,Conceder auxílio-creche às mães não atendidas pela rede pública municipal de creches.
473,"DISPÕE SOBRE A OBRIGATORIEDADE DA INSTAÇÃO DE SEMÁFAROS PROVIDOS DE EMIÇÕES SONORAS, NAS FAIXAS DE SEGURANÇA PARA A TRAVESIA DE PEDESTRES DO MUNICÍPIO DE MARABÁ, E DETERMINA PROVIDÊNCIAS CONEXAS",Instalar semáforos com sinais sonoros nas faixas de pedestres do município.
477,"DISPÕE SOBRE O SERVIÇO FUNERÁRIO DO MUNICÍPIO DE MARABÁ , E DA OUTRAS PROVIDENCIAS.",Regulamentar o serviço funerário do município de Marabá.
478,CRIA O SAMPAH - SERVIÇO DE ATENDIMENTO MOVEL AOS PACIENTES DE ALTA HOSPITALAR.,Criar serviço de atendimento móvel a pacientes de alta hospitalar (SAMPAH).
479,DISPOE SOBRE A CRIAÇÃO DE INCENTIVOS FISCAIS PARA EMPRESAS SEDIADAS EM MARABA QUE ADMITIREM FUNCIONÁRIOS COM IDADE IGUAL OU SUPERIOR A 40 ANOS DE IDADE E DA OUTRAS PROVIDÊNCIAS.,Conceder incentivos fiscais a empresas sediadas em Marabá que contratarem funcionários com 40 anos ou mais.
480,DISPOE SOBRE A CREIAÇÃO DO PROGRAMA MAE CRECHEIRA PARA ATENDIMENTO ALTERNATIVO DE CRIANÇA DE ZERO A SEIS ANOS NO MUN. DE MARABA.,Criar o programa Mãe Crecheira para atendimento alternativo de crianças de zero a seis anos.
481,CRIA CAESI - CENTRO DE ATENÇÃO ESPECIALIZADA NA SAUDE DO IDOSO.,"Criar o CAESI, centro de atenção especializada na saúde do idoso."
483,CRIA O FECEMA - FESTIVAL DA CANÇÃO EVAGELICA EM MARABA.,"Criar o FECEMA, festival da canção evangélica em Marabá."
484,DISPOE SOBRE A CRIAÇÃO DA CLINICA ESPECIALIZADA NA INTERNAÇÃO E CUIDADO AOS PORTADORES DE DOENÇAS MENTAIS EM MARABA.,Criar clínica especializada em internação e cuidado de pessoas com doenças mentais em Marabá.
485,"DISPOE SOBRE ALTERAÇÃO DO ART. 23 PARAGRAFO 2º DA LEI 17.160/09, QUE ALTERA A LEI 13.907/96, QUE CRIA O INSTITUTO DE PREVIDENCIA DOS SERVIDORES M. DE MARABA - IPASEMAR",Alterar o §2º do art. 23 da Lei nº 17.160/09 relativa ao IPASEMAR.
486,"ANTE PROJETO Nº 07/09 DE EMENDA DA LEI 14.909, DE 17 DE DEZEMBRO DE 1997, ALTERA PELA LEI 16.193/99, LEGISLAÇÃO BÁSICA DO MUNICIPAL.","Emendar a Lei nº 14.909/1997, alterada pela Lei nº 16.193/99."
491,"DISPOE SOBRE A CRIAÇÃO DO PROGRAMA ""BOLSA ATLETA"" E DÁ OUTRAS PROVIDÊNCIAS.",Criar o programa Bolsa Atleta no município.
492,"DISPOE SOBRE A DISTRIBUIÇÃO GRATUITA E OBRIGATÓRIA, PELO PODER EXECUTIVO MUNICIPAL DE FRALDAS DESCARTÁVEIS PARA PESSOAS COM DEFICIÊNCIA FÍSICA, MENTAL OU NEUROLÓGICA, COM MODALIDADE REDUZIDA OU IDOSOS ACAMADOS QUE NÃO POSSUEM RECURSOS PARA ADQUIRI-LÁS , E DÁ OUTRAS PROVIDÊNCIAS",Distribuir gratuitamente fraldas descartáveis a pessoas com deficiência ou idosos acamados sem recursos.
494,DISPOE SOBRE O INCENTIVO AO PLANTIO DE ARVORES E DÁ OUTRAS PROVIDÊNCIAS,Incentivar o plantio de árvores no município.
495,""" INSTITUI A SEMANA MUNICIPAL DO ESTUDANTE, E DÁ OUTRAS PROVIDÊNCIAS.",Instituir a Semana Municipal do Estudante.
497,"DISPÕE SOBRE A OBRIGATORIEDADE DA UTILIZAÇÃO DE CARDÁPIOS "" EM BARES"" .",Tornar obrigatória a utilização de cardápios em bares.
498,DETERMINA A COMPRA DE ASSINATURAS DE JORNAIS PARA AS ESCOLAS PUBLICAS E DÁ OUTRAS PROVIDÊNCIAS.,Comprar assinaturas de jornais para as escolas públicas.
500,"CRIA A CONFERÊNCIA E INSTITUI O CONSELHO MUNICIPAL DE TRANSITO E TRANSPORTE PÚBLICO DE MARABÁ, E DA OUTRAS PROVIDÊNCIAS",Criar a Conferência e o Conselho Municipal de Trânsito e Transporte Público de Marabá.
502,"CRIA GUARDA MUNICIPAL DE MARABA, E DA OUTROS PROVIDENCIAS.",Criar a Guarda Municipal de Marabá.
503,ALTERA DISPOSITIVO DA LEI Nº 13.093/93 É DA OUTRAS PROVIDÊNCIAS (SINDECOMAR),Alterar dispositivos da Lei nº 13.093/93.
505,CRIA O PROGRAMA DE GARANTIA DE RENDA MINIMA NA EDUCAÇÃO E DA OUTRAS PROVIDENCIAS,Criar programa de garantia de renda mínima vinculado à educação.
508,"DISPOE SOBRE A APLICAÇÃO DO IPTU DE FORMA LOCALIZADO NOS BAIRRO ONDE É ARRECADO, E DÁ OUTRAS PROVIDENCIAS.,",Aplicar a receita de IPTU de forma localizada nos bairros onde for arrecadada.
510,INSTITUI A SEMANA EDUCACIONAL DO TRANSITO NO MUNICIPIO DE MARABA,Instituir a Semana Educacional do Trânsito no município.
511,DISPÕE SOBRE A CRIAÇÃO DO MUSEU MUNICIPAL QUE DEVERA SER INSTALADO NO PREDIO ONDE FUNCIONARA O GRUPO ESCOLAR ESTADUAL A PRAÇA DUQUE DE CAXIAS HOJE PROXIMO DO MUNICIPIO POR FORÇA DA PERMUTA COM O ESTADO E DA OUTRAS PROVIDENCIA,Criar museu municipal a ser instalado no antigo prédio do grupo escolar da Praça Duque de Caxias.
512,REGULAMENTA O ART. 147-A DA LEI ORGÂNICA DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Regulamentar o art. 147-A da Lei Orgânica do Município de Marabá.
513,"DISPÕE SOBRE A ALTERAÇÃO DO ANEXO II DA LEI COMPLEMENTAR Nº 4, DE 30 DE DEZEMBRO DE 2010 (CÓDIGO TRIBUTÁRIO DO MUNICÍPIO DE MARABÁ).","Alterar o Anexo II da Lei Complementar nº 4/2010, Código Tributário do município."
514,FICA CRIADA A FUNDAÇÃO ESCOLA DO LEGISLATIVO DA CÂMARA MUNICIPAL DE MARABÁ – FELMAR.,Criar a Fundação Escola do Legislativo da Câmara Municipal de Marabá (FELMAR).
515,"ALTERA A LEI COMPLEMENTAR Nº 17, DE 4 DE JANEIRO DE 2023, QUE CONSOLIDA A LEGISLAÇÃO DO REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL (RPPS) DO MUNICÍPIO DE MARABÁ PARA DISPOR SOBRE O PLANO DE AMORTIZAÇÃO, PARA EQUACIONAMENTO DO DÉFICIT ATUARIAL DO RPPS.",Alterar a Lei Complementar nº 17/2023 do RPPS para definir plano de amortização do déficit atuarial.
516,"DISPÕE SOBRE A ALTERAÇÃO DO ANEXO III DA LEI COMPLEMENTAR Nº 4, DE 30 DE DEZEMBRO DE 2010 (CÓDIGO TRIBUTÁRIO DO MUNICÍPIO DE MARABÁ).","Alterar o Anexo III da Lei Complementar nº 4/2010, Código Tributário do município."
517,REGULAMENTA O ART. 147-A DA LEI ORGÂNICA DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS,Regulamentar o art. 147-A da Lei Orgânica do Município de Marabá.
518,"ALTERA O ART. 108, VI, LETRA “B” DA LEI COMPLEMENTAR 04/2010 (CÓDIGO TRIBUTÁRIO MUNICIPAL DE MARABÁ-PA). QUE DISPÕE SOBRE A VEDAÇÃO DO MUNICÍPIO A INSTITUIR IMPOSTOS SOBRE TEMPLOS DE QUALQUER CULTO, E ACRESCENTANDO-LHES OS § 1°, §2°;§3°, COM AMPARO NA ALTERAÇÃO DO ART. 156, DA CF/88, ATRAVÉS DA EC 116/2022.","Alterar o art. 108, VI, “b”, da Lei Complementar nº 4/2010 sobre vedação de impostos a templos de qualquer culto, acrescentando §§ 1º, 2º e 3º."
519,"ALTERA A LEI COMPLEMENTAR Nº 17, DE 4 DE JANEIRO DE 2023, QUE CONSOLIDA A LEGISLAÇÃO DO REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, ADEQUANDO-SE À EMENDA CONSTITUCIONAL Nº 103, DE 12 DE NOVEMBRO DE 2019.",Alterar a Lei Complementar nº 17/2023 do RPPS para adequá-la à Emenda Constitucional nº 103/2019.
520,"ALTERA A LEI COMPLEMENTAR Nº 17, DE 4 DE JANEIRO DE 2023, QUE CONSOLIDOU A LEGISLAÇÃO DO REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL (RPPS) DO MUNICÍPIO DE MARABÁ, ADEQUANDO-SE À PORTARIA Nº 1.467, DE 2 DE JUNHO DE 2022, DO MINISTÉRIO DO TRABALHO E PREVIDÊNCIA.",Alterar a Lei Complementar nº 17/2023 do RPPS para adequá-la à Portaria nº 1.467/2022 do Ministério do Trabalho e Previdência.
521,"Dispõe sobre a isenção do serviço de Transporte Público Individual Remunerado de Passageiros em Táxi no município de Marabá referente ao recolhimento dos tributos de que tratam os Anexos II e VI da Lei Complementar nº 04, de 30 de dezembro de 2010 (Código Tributário do município de Marabá), em virtude da pandemia causada pela COVID-19.",Conceder isenção de tributos do Código Tributário municipal ao serviço de táxi durante a pandemia de COVID-19.
522,"ALTERA O §1º DO ART. 516 DA LEI COMPLEMENTAR Nº 04, DE 30 DE DEZEMBRO DE 2010 (CÓDIGO TRIBUTÁRIO DO MUNICÍPIO DE MARABÁ).","Alterar o §1º do art. 516 da Lei Complementar nº 4/2010, Código Tributário do município."
524,"REVOGA OS ARTS. 346 A 377 E ANEXO XI DA LEI COMPLEMENTAR Nº 04, DE 30 DE DEZEMBRO DE 2010 (CÓDIGO TRIBUTÁRIO DO MUNICÍPIO DE MARABÁ).","Revogar os arts. 346 a 377 e o Anexo XI da Lei Complementar nº 4/2010, Código Tributário do município."
525,"Institui o Regime de Previdência Complementar no âmbito do Município de Marabá, Estado do Pará, fixa o limite máximo para a concessão de aposentadorias e pensões pelo Regime Próprio de Previdência Social de que trata o art. 40 da Constituição Federal, e dá outras providências.",Instituir regime de previdência complementar no município e fixar limite máximo para aposentadorias e pensões do RPPS.
526,"Consolida a legislação do Regime Próprio de Previdência Social - RPPS do Município de Marabá, Estado do Pará, adequando-se à Emenda Constitucional nº 103, de 12 de novembro de 2019.","Consolidar a legislação do RPPS do município, adequando-a à Emenda Constitucional nº 103/2019."
527,"DISPÕE SOBRE ALTERAÇÃO DO ITEM 8 DO ANEXO XIII DA LEI COMPLEMENTAR Nº 04, DE 30 DE DEZEMBRO DE 2010, QUE INSTITUIU O CÓDIGO TRIBUTÁRIO DO MUNICÍPIO DE MARABÁ.(ORIGEM Nº 01)","Alterar o item 8 do Anexo XIII da Lei Complementar nº 4/2010, Código Tributário do município."
528,"DISPÕE SOBRE GRATUIDADE DO TRANSPORTE ESTUDANTIL ATRAVÉS DO PASSE LIVRE NA CIDADE DE MARABÁ, E DA OUTRAS PROVIDENCIAS.",Conceder gratuidade no transporte estudantil por meio de passe livre no município.
529,DISPÕE SOBRE A OBRIGATORIEDADE DE ASSISTÊNCIA PSICOPEDAGOGICA NAS INSTALAÇÕES DE ENSINO PÚBLICOS MUNICIPAL E INFANTIL E FUNDAMENTAL NO MUNICIPAL DE MARABA E DA OUTRAS PROVIDENCIAS,Tornar obrigatória a assistência psicopedagógica nas instituições de ensino público infantil e fundamental do município.
531,INSTITUI POLÍTICA MUNICIPAL DE DESENVOLVIMENTO DO TURISMO RURAL NO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDENCIAS,Instituir política municipal de desenvolvimento do turismo rural no município.
533,DISPÕE SOBRE A SEMANA MUNICIPAL DA AGRICULTURA FAMILIAR E DA OUTRAS PROVIDENCIAS,Instituir a Semana Municipal da Agricultura Familiar.
536,"CRIA NO MUNICÍPIO DE MARABA, O CENTRO OLÍMPICO DO ATLETA DEFICIENTE - COARD E DÁ OUTRAS PROVIDENCIAS.",Criar centro olímpico para atletas com deficiência (COARD) no município.
537,DISPOE SOBRE A CRIAÇÃO DO PROGRAMA DE SAÚDE BUCAL DO IDOSO NO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDENCIAS.,Criar programa de saúde bucal para idosos no município.
538,DISPÕE SOBRE AS NORMAS SANITÁRIAS E ESTABELECEM TRATAMENTO SIMPLIFICADO E DIFERENCIADO PARA A PRODUÇÃO PROCESSAMENTO E COM. DE PROD. COM. DE ORIG. ANIMAL E VEGETAL.,"Estabelecer normas sanitárias simplificadas e diferenciadas para produção, processamento e comercialização de produtos de origem animal e vegetal."
539,DISPÕE SOBRE CRIAÇÃO DO CONSELHO MUNIC. DE FOMENTO A ECONOMIA SOLIDÁRIA.,Criar Conselho Municipal de Fomento à Economia Solidária.
544,DISPÕE SOBRE A CRIAÇÃO DE ESCOLAS ESPORTIVAS DO MUNICÍPIO DE MARABÁ EM SUAS ÁREAS URBANAS E RURAL E DA OUTRAS PROVIDENCIAS.,Criar escolas esportivas nas áreas urbana e rural do município.
545,DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA ESPECIAL DE EDUCAÇÃO FÍSICA E ESPORTE AOS PORTADORES DE DEFICIÊNCIAS FÍSICA NO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDENCIAS.,Criar programa especial de educação física e esporte para pessoas com deficiência física no município.
547,DA NOVA REDAÇÃO E REVOGA A LEGISLAÇÃO MUNICIPAL QUE DISPÕE SOBRE A PREVIA INSPEÇÃO SANITÁRIA DOS PRODUTOS DE ORIGEM ANIMAL E VEGETAL E DÁ OUTROS PROVIDENCIAS.,Alterar e revogar legislação municipal sobre prévia inspeção sanitária de produtos de origem animal e vegetal.
548,INSTITUI O CONSELHO MUNICIPAL DE POLÍTICAS SOBRE DROGAS CMSD E CRIA O FUNDO MUNICIPAL DE POLÍTICAS SOBRE DROGAS E DÁ OUTRAS PROVIDENCIAS.,Criar o Conselho Municipal de Políticas sobre Drogas (CMSD) e o Fundo Municipal de Políticas sobre Drogas.
549,CONCEDE BOLSA DE ESTADO A ESTUDANTES UNIVERSITÁRIOS DE MARABÁ E DÁ OUTRAS PROVIDENCIAS.,Conceder bolsa de estudo a estudantes universitários de Marabá.
552,CRIA O FUNDO MUNICIPAL DE CIÊNCIA TECNOLOGIA E DA OUTRAS PROVIDENCIAS.,Criar Fundo Municipal de Ciência e Tecnologia.
553,"DISPÕE SOBRE A CRIAÇÃO DO TRANSPORTE INDUSTRIAL DE MERCADORIAS E ENTREGA DE ENCOMENDA E SERVIÇOS COMUNITÁRIOS DENOMINADOS MOTOBOY EM CONFORMIDADE COM A LEI FEDERAL N 1.2009 DE 29 DE JULHO DE 2009, E DÁ OUTRAS PROVIDENCIAS","Implantar serviço de transporte de mercadorias, entrega de encomendas e serviços comunitários por motoboy no município."
555,DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA BOA VISÃO E DÁ OUTRAS PROVIDENCIAS.,Criar o programa Boa Visão no município.
556,"CRIA O EMPREGO PUBLICO DE AGENTE DE INSPEÇÃO SANITÁRIA ANIMAL, NO QUADRO DE PESSOAL DA PREFEITURA MUNICIPAL DE MARABÁ, E DA OUTRAS PROVIDENCIAS.",Criar cargo de agente de inspeção sanitária animal no quadro de pessoal da prefeitura.
557,DISPOE SOBRE A CRIAÇÃO DO FUNDO MUNICIPAL DE ESPORTE - FME E DÁ OUTRAS PROVIDENCIAS.,Criar Fundo Municipal de Esporte (FME).
558,INSTITUI O PRÊMIO LITERÁRIO FREDERICO CARLOS MORBACH E DÁ OUTRAS PROVIDENCIAS.,Instituir o Prêmio Literário Frederico Carlos Morbach.
559,DISPOE SOBRE A OBRIGATORIEDADE AS EMPRESAS DE ONIBUS URBANOS NO MUN. DE MARABA ADAPTAREM OS ONIBUS PARA ATENDER OS PORTADORES DE NECESSIDADES ESPECIAIS (CADEIRANTE).,"Obrigar empresas de ônibus urbanos a adaptar veículos para atender pessoas com deficiência, incluindo cadeirantes."
561,DISPÕE SOBRE FORNECIMENTO DA VACINA CONTRA O PAPILOMA VÍRUS HUMANO (HPV) NA REDE MUNICIPAL.,Fornecer vacina contra o papiloma vírus humano (HPV) na rede municipal de saúde.
562,"INSTITUI NA ADMINISTRAÇÃO PUBLICA DO MUNICÍPIO DE MARABÁ O PROGRAMA ""SERVIDOR COM SAÚDE"", E DÁ OUTRAS PROVIDENCIAS",Implantar o programa “Servidor com Saúde” na administração pública municipal.
563,AUTORIZA O PODER EXECUTIVO MUNICIPAL A CONCEDER ISENÇÃO PARCIAL OU TOTAL DE IPVA NOS CASOS DO CONTRIBUINTE SER PORTADOR DE MOLÉSTIAS GRAVES E DÁ OUTRAS PROVIDECNIAS,Conceder isenção parcial ou total de IPVA a contribuintes portadores de moléstias graves.
564,DISPÕE SOBRE A INSTALAÇÃO DE CÂMARAS DE VÍDEO NO ENTORNO DE TODOS AS AGENCIAS BANCARIAS E INSTITUIÇÕES FINANCEIRAS LOCALIZADAS NO MUNICÍPIO DE MARABÁ.,Instalar câmeras de vídeo no entorno de todas as agências bancárias e instituições financeiras do município.
565,INSTITUI A FUNERÁRIA MUNICIPAL PARA GARANTIR SERVIÇOS POSTAMOS A PESSOAS RECONHECIDAMENTE NECESSITADOS NO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDENCIAS.,Criar funerária municipal para garantir serviços funerários a pessoas em situação de necessidade.
568,"DISPÕE SOBRE A INSERÇÃO DO PEIXE DO AÇAÍ, E DA CASTANHA DO PARA NA MERENDA ESCOLAR E DA OUTRAS PROVIDENCIAS.","Incluir peixe, açaí e castanha-do-pará na merenda escolar."
569,INSTITUI O PROGRAMA DE PREVENÇÃO A CATARACA E GLAUCOMA CONGÊNITA NA REDE PUBLICA DE MARABÁ E DÁ OUTRAS PROVIDENCIAS.,Implantar programa de prevenção à catarata e ao glaucoma congênito na rede pública de Marabá.
570,INSTITUI O MUSEU DE ARTE DE MARABA - MAM E DA OUTRAS PROVIDENCIAS.,Criar o Museu de Arte de Marabá (MAM).
571,DISPÕE SOBRE RECOLHIMENTO DE ISS NAS ATIVIDADES DE REGISTRO PUBLICO CARTORÁRIOS E NOTARIAS E DA OUTRAS PROVIDENCIAS.,"Regulamentar o recolhimento de ISS nas atividades de registro público, cartórios e notas."
572,INSTITUI O PROGRAMA DE AUXILIO CRECHE AS MÃES NÃO ATENDIDAS NA REDE PUBLICA MUNICIPAL DE CRECHES DO MUNICÍPIO DE MARABÁ E DA OUTROS PROVIDENCIAS,Conceder auxílio-creche às mães não atendidas pela rede pública municipal de creches.
573,"DISPÕE SOBRE A OBRIGATORIEDADE DA INSTAÇÃO DE SEMÁFAROS PROVIDOS DE EMIÇÕES SONORAS, NAS FAIXAS DE SEGURANÇA PARA A TRAVESIA DE PEDESTRES DO MUNICÍPIO DE MARABÁ, E DETERMINA PROVIDÊNCIAS CONEXAS",Instalar semáforos com sinais sonoros nas faixas de pedestres do município.
577,"DISPÕE SOBRE O SERVIÇO FUNERÁRIO DO MUNICÍPIO DE MARABÁ , E DA OUTRAS PROVIDENCIAS.",Regulamentar o serviço funerário do município de Marabá.
578,CRIA O SAMPAH - SERVIÇO DE ATENDIMENTO MOVEL AOS PACIENTES DE ALTA HOSPITALAR.,Criar serviço de atendimento móvel a pacientes de alta hospitalar (SAMPAH).
579,DISPOE SOBRE A CRIAÇÃO DE INCENTIVOS FISCAIS PARA EMPRESAS SEDIADAS EM MARABA QUE ADMITIREM FUNCIONÁRIOS COM IDADE IGUAL OU SUPERIOR A 40 ANOS DE IDADE E DA OUTRAS PROVIDÊNCIAS.,Conceder incentivos fiscais a empresas sediadas em Marabá que contratarem funcionários com 40 anos ou mais.
580,DISPOE SOBRE A CREIAÇÃO DO PROGRAMA MAE CRECHEIRA PARA ATENDIMENTO ALTERNATIVO DE CRIANÇA DE ZERO A SEIS ANOS NO MUN. DE MARABA.,Criar o programa Mãe Crecheira para atendimento alternativo de crianças de zero a seis anos.
581,CRIA CAESI - CENTRO DE ATENÇÃO ESPECIALIZADA NA SAUDE DO IDOSO.,"Criar o CAESI, centro de atenção especializada na saúde do idoso."
583,CRIA O FECEMA - FESTIVAL DA CANÇÃO EVAGELICA EM MARABA.,"Criar o FECEMA, festival da canção evangélica em Marabá."
584,DISPOE SOBRE A CRIAÇÃO DA CLINICA ESPECIALIZADA NA INTERNAÇÃO E CUIDADO AOS PORTADORES DE DOENÇAS MENTAIS EM MARABA.,Criar clínica especializada em internação e cuidado de pessoas com doenças mentais em Marabá.
585,"DISPOE SOBRE ALTERAÇÃO DO ART. 23 PARAGRAFO 2º DA LEI 17.160/09, QUE ALTERA A LEI 13.907/96, QUE CRIA O INSTITUTO DE PREVIDENCIA DOS SERVIDORES M. DE MARABA - IPASEMAR",Alterar o §2º do art. 23 da Lei nº 17.160/09 relativa ao IPASEMAR.
586,"ANTE PROJETO Nº 07/09 DE EMENDA DA LEI 14.909, DE 17 DE DEZEMBRO DE 1997, ALTERA PELA LEI 16.193/99, LEGISLAÇÃO BÁSICA DO MUNICIPAL.","Emendar a Lei nº 14.909/1997, alterada pela Lei nº 16.193/99."
591,"DISPOE SOBRE A CRIAÇÃO DO PROGRAMA ""BOLSA ATLETA"" E DÁ OUTRAS PROVIDÊNCIAS.",Criar o programa Bolsa Atleta no município.
